Scenario,River,Nodes and Reaches,Year,Week,Streamflow[Cubic Meter]
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,41,598983
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,42,393346
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,43,653404
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,44,435671
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,45,671538
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,46,1542445
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,47,2625029
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,48,2485914
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,49,3931392
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,50,3090710
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,51,1748055
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2006,52,5260215
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,1,9247582
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,2,10783704
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,3,9199222
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,4,6253875
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,5,5237823
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,6,5322518
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,7,3399259
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,8,1076831
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,9,2171521
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,10,3242017
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,11,3532344
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,12,3314625
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,13,260391
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,14,520455
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,15,732133
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,16,526497
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,17,84989.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,18,121273
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,19,97076.3
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,20,24495.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,21,24490.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,22,18436.9
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,23,12383.6
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,24,6330.22
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,25,6324.88
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,26,6319.47
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,27,6314.02
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,28,6308.76
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,29,255.657
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,30,250.672
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,31,245.83
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,32,241.091
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,33,236.478
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,34,231.993
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,35,42563.5
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,36,223999
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,37,157466
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,38,78837.5
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,39,84880.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,40,199788
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,41,109063
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,42,175586
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,43,683612
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,44,538456
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,45,865043
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,46,701742
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,47,3199560
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,48,3743882
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,49,2655244
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,50,3399142
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,51,7154959
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2007,52,4797106
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,1,7275933
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,2,6199412
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,3,6284106
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,4,2322686
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,5,2661388
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,6,1687668
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,7,5026164
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,8,5334618
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,9,3362967
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,10,828862
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,11,1228023
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,12,3731893
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,13,2213843
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,14,1167538
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,15,338962
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,16,1022379
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,17,526440
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,18,66786.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,19,109118
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,20,72824.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,21,84915.6
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,22,54670.8
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,23,30474.1
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,24,18373.6
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,25,18369.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,26,36508.8
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,27,72792.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,28,90932
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,29,78831.9
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,30,48587.9
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,31,24392.1
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,32,12292.3
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,33,6240.69
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,34,18333.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,35,60665.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,36,54614.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,37,96947
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,38,302576
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,39,266284
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,40,169513
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,41,211846
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,42,205794
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,43,284415
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,44,320699
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,45,447703
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,46,1735917
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,47,3030189
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,48,3798300
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,49,3187457
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,50,6048176
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,51,6193347
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2008,52,6787805
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,1,6290175
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,2,5951513
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,3,7112755
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,4,7651066
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,5,7348684
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,6,5080694
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,7,6290301
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,8,4687584
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,9,2492153
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,10,3877141
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,11,5643158
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,12,5370993
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,13,4167435
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,14,918141
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,15,765420
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,16,556000
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,17,314070
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,18,264921
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,19,185531
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,20,60783.9
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,21,33559.9
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,22,27504.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,23,19180.8
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,24,17661.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,25,19922.9
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,26,28232.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,27,37298.3
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,28,30488.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,29,26702.8
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,30,17625.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,31,14596.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,32,21395.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,33,27438.4
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,34,38773.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,35,78081.2
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,36,104536
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,37,99240.7
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,38,132500
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,39,162736
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,40,215652
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,41,327536
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,42,481756
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,43,477972
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,44,546008
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,45,595900
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,46,879397
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,47,1925695
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,48,2365681
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,49,2426158
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,50,4172515
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,51,5276274
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2009,52,6796373
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,1,7306803
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,2,7959319
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,3,7314210
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,4,6098576
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,5,6563627
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,6,6577753
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,7,6621443
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,8,5903083
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,9,4480469
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,10,3563194
ReferenceFinal,All,Estero El Morado   1 \ Catchment Inflow Node 235,2010,11,3662658
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,12,5071840
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,13,3423764
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,14,1542232
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,15,2177272
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,16,1173916
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,17,428198
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,18,325382
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,19,380419
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,20,122774
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,21,12700.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,22,29635.2
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,23,46569.6
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,24,42336
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,25,84672
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,26,148176
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,27,131241
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,28,63504
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,29,59270.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,30,38102.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,31,97372.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,32,114307
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,33,84672
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,34,80438.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,35,198979
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,36,105840
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,37,160876
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,38,296352
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,39,139708
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,40,385257
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,41,1443052
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,42,3034270
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,43,2231706
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,44,2625430
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,45,1903300
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,46,1341446
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,47,3244138
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,48,2691358
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,49,1834956
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,50,1281568
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,51,5172850
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2003,52,6566390
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,1,8201080
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,2,11077510
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,3,8032940
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,4,8107940
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,5,7522500
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,6,7832150
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,7,5906460
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,8,5775230
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,9,3980784
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,10,4504546
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,11,4679940
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,12,6274790
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,13,3090520
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,14,1040256
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,15,1778716
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,16,291513
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,17,94953.6
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,18,221961
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,19,254016
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,20,139708
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,21,16934.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,22,33868.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,23,42336
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,24,38102.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,25,114307
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,26,139708
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,27,122774
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,28,55036.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,29,16934.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,30,8467.2
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,31,21168
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,32,84672
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,33,88905.6
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,34,76204.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,35,378604
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,36,329616
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,37,353203
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,38,370137
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,39,580003
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,40,883612
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,41,375580
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,42,387072
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,43,239500
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,44,541900
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,45,578793
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,46,164505
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,47,780192
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,48,2823200
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,49,4148926
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,50,6439900
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,51,3726768
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2004,52,5148745
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,1,9846740
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,2,12294370
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,3,9670740
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,4,6959420
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,5,1996440
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,6,6977570
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,7,7924690
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,8,9509260
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,9,8348650
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,10,2503872
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,11,1555536
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,12,1305760
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,13,824947
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,14,329011
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,15,454204
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,16,953769
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,17,115517
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,18,189907
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,19,217728
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,20,69552
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,21,33868.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,22,55036.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,23,76204.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,24,76204.8
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,25,42336
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,26,29635.2
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,27,21168
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,28,50803.2
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,29,38102.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,30,38102.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,31,50803.2
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,32,135475
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,33,207446
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,34,118540
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,35,67737.6
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,36,38102.4
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,37,21168
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,38,241315
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,39,258249
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,40,275184
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,41,850953
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,42,867888
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,43,397958
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,44,397958
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,45,904780
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,46,1626912
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,47,1117670
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,48,1026345
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,49,953164
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,50,5751640
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,51,6725970
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2005,52,10460610
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,1,7843640
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,2,8040210
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,3,8638960
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,4,8354090
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,5,14416530
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,6,12516940
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,7,11733110
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,8,9586670
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,9,2451858
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,10,3226604
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,11,2926014
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,12,3283454
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,13,2542570
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,14,1889388
ReferenceFinal,All,Rio Colorado   0 \ Headflow,2006,15,716083
