ID,MO_MIN_failure frequency PT1,MO_MIN_TotalCost,MO_MIN_deficit PT1,MO_MAX_Caudal en salida promedio,MO_MIN_Natural curve deviation,MO_MIN_Maximum Deficit,MO_MIN_Total Contracts Made,MO_MIN_Max Deficit Duration,DEC_XXX_Maipo construction dp,DEC_XXX_Maipo capacity,DEC_XXX_purchase1,DEC_XXX_purchase2,DEC_XXX_purchase3,DEC_XXX_purchase4,DEC_XXX_purchase5,DEC_XXX_purchase6,DEC_XXX_april contract1,DEC_XXX_april contract2,DEC_XXX_april contract3,DEC_XXX_april contract4,DEC_XXX_april contract5,DEC_XXX_april contract6,DEC_XXX_october contract1,DEC_XXX_october contract2,DEC_XXX_october contract3,DEC_XXX_october contract4,DEC_XXX_october contract5,DEC_XXX_october contract6,DEC_XXX_april threshold1,DEC_XXX_april threshold2,DEC_XXX_april threshold3,DEC_XXX_april threshold4,DEC_XXX_april threshold5,DEC_XXX_april threshold6,DEC_XXX_october threshold1,DEC_XXX_october threshold2,DEC_XXX_october threshold3,DEC_XXX_october threshold4,DEC_XXX_october threshold5,DEC_XXX_october threshold6
1365,0.0338628762541806,6900017101.394812,4063.5620976492537,52.08725864194787,1.0211547833353307,4.270532043788401,206178.63887403638,17.933333333333334,3.6205441026722363,278.59016595811477,349.700458195409,295.3049433573083,714.6830476998688,724.660333370602,95.33456073274259,68.90919638602679,689.1502257219164,1247.4854683170681,408.0382828294314,1312.574950888012,606.8975183294507,1455.8070155474627,92.08063924624632,1131.4137187777078,282.3654096590623,931.3766078186003,527.1329284911263,1184.1658089113155,9.452747270238246,133.0306254887669,69.30570426666644,89.76187624110827,107.72878539706605,188.96366596083965,132.40546840093978,153.87235688916783,2.9912098789533137,127.3198422053056,91.41984686884112,27.086709146907182
1366,0.026783723522853957,6619249738.37268,3212.202496902311,52.06314462454148,1.0224412986457456,4.21731498951577,205814.1029974696,15.866666666666667,3.1056264825153446,176.56638290658725,68.24748083055624,782.1160044792821,600.492748805137,470.9064125758502,672.8390197953091,483.9142606203779,960.5861480218347,1223.8643416327016,164.97111645402234,1136.8077001903373,406.40586550448313,728.4349577486386,40.37436010907164,529.3983841014976,95.39149962875109,1070.340936355746,582.9426259043104,809.9777720298471,99.49318818374707,28.80585343009766,127.09682729282223,157.57980735676938,17.42056768350742,207.4833017050877,165.2466924454615,183.60680638024004,9.871851792687224,22.982610688116566,14.816348390043508,92.18550537051401
1367,0.032803790412486065,6398940382.737345,3895.855262471676,52.08471665050854,1.0210600634188602,3.883898230700473,380797.254357042,17.466666666666665,5.79386408224945,171.0101580715114,215.469404115856,379.8370168128343,310.98095642096695,206.80043277592466,498.61024737005073,170.1838308794993,33.85223913722057,447.5505034752295,161.0183796588255,1058.0095733135759,1355.5291821784988,621.2654193000698,184.04203860289365,1166.717447073863,951.3773183146218,501.48495686057527,710.0267257895362,669.6333991728454,161.63609697153413,193.12928097899604,157.7581903833427,184.01195583086223,111.2312480236621,139.98019362271663,157.04684885663235,164.43271471538586,122.50598338111438,133.64012702124236,40.326304424293426,170.15139993190073
1368,0.02926421404682274,6429171074.259013,3491.4801647469153,52.07309993398771,1.021210160171045,3.928487603244153,325107.30273940886,15.6,4.614794269124722,73.86130835728464,494.2112043499417,140.7167369415474,296.8403806161447,689.4116493347344,278.7320738627101,353.187211670761,4.486415288636358,682.1656312872034,59.75914305505115,369.322569643011,570.2826329136111,186.34262217927062,1405.7882146531613,1012.8048313970933,1338.9135883974911,1140.2617728910373,234.99716176125457,271.82193897784913,176.2424628391417,84.69680800726331,173.32733250589,184.445589432602,37.195298128420774,126.77470354344895,82.5192439437452,205.84769967379742,18.094337487988067,98.37629040228887,203.26414896500893,180.23786946294663
1369,0.02427536231884058,7069659027.436768,2945.569677733825,52.0554129908022,1.022219923895056,4.044437952873914,338672.9927697029,14.666666666666666,3.698458587309511,163.0168380303942,290.5549469121088,479.89749907750814,587.7487023499232,786.5253890476758,784.5012949721114,227.8945770013383,1372.3520223190442,1375.9779766004176,230.5333302929397,30.221472679483163,1109.812869836538,282.0892569093105,454.8530625378993,810.0278670719867,878.0052321673463,819.7269754172596,709.0624927286,682.6193385715392,134.057293444557,115.92238812836055,43.10066562089285,130.87194356860093,76.58098525382088,46.171909859982584,44.389637783667965,80.80607639146015,45.468039970763186,213.87944623554768,196.74779211683511,5.728604716003563
1370,0.04083054626532888,6887917816.776798,4774.718267355927,52.11006215859286,1.0211635455617194,4.25820889430051,232699.66345999663,18.333333333333332,6.577110763762315,166.10663250381117,145.58718334059995,297.76022418648984,149.7782645989409,146.66393092339356,372.05632983304963,378.21553022213567,769.3304870694982,1130.4677278450058,1014.1844096728495,1120.8948292783675,655.273102904824,480.486646364271,436.3367032396173,1303.5886320029285,162.13532240319867,1294.7863491000462,830.4559826634868,944.9631100702289,8.171550139101353,136.85855022435956,6.579424390165247,182.25894849521472,18.50684971512612,48.30053609076449,6.99706908280098,55.473440284155075,35.41657782315055,108.99807452894137,182.7854670587055,31.91826934854675
1371,0.03433667781493868,6551691991.304493,4081.610820291362,52.08994863297927,1.0223707370929718,4.352014018643056,689192.7290593202,17.533333333333335,2.6165534654733347,100.41469089650636,26.28672070771338,139.90843616668744,143.4404990321384,381.2040708376694,805.3345267941355,686.4094817124726,57.407713395738135,649.9813376127505,841.2080076864856,811.6506011054666,439.4749252041872,19.351806765679935,1290.555533140802,1285.9299980712265,1099.3779443252602,753.8235872340812,1403.6584232760397,501.1304595609639,182.71708005547984,58.36376486653264,84.17699213359047,9.006210046559744,170.9995424208018,61.68212352875286,177.63290159881353,54.92202718838647,197.13328908996647,150.31527520943897,185.5249684724208,167.8569646274737
1372,0.03168896321070234,6442045310.492272,3791.703087963828,52.0807709905558,1.0215320131439325,4.281166602309454,664873.2506155467,17.733333333333334,6.229507122050997,204.69915513140572,65.53257508000327,466.51053966611005,789.0918682381813,225.6214169839636,548.4922601728716,556.2021665413405,197.68635264510286,1105.161643164509,365.76028098755813,13.782859031744032,307.0965413116283,260.9398361835608,155.58138833287205,1278.213326585969,1491.984068448777,1027.6889305664279,1330.5670503004167,117.56177429239528,93.14708858943882,90.34358939491261,127.55689266810522,55.20376383442221,139.45619075119788,37.551678050096925,188.2700794668715,182.24928788862607,172.31268583775352,172.3837985379242,157.51936284508147,51.677323143540136
1373,0.025222965440356744,6964606971.768351,3063.5268150441,52.05873596344261,1.0223807068055026,3.2656829863635677,255045.08224275606,14.4,3.670785940994814,71.92385865456352,753.5513986195062,796.1033479792072,586.5173532444438,528.3345854525269,282.5730617515223,471.6299460517739,159.25661246141902,1304.3365060813132,905.7187441535652,123.65294644551095,174.08086801790557,1118.0480881304177,1143.3515945337642,149.54096374077196,569.6927660691427,404.34163937695706,1414.6095494042136,686.2288020029702,183.07957263201567,106.34892842936225,145.18515526938177,12.589117029102422,31.728930230556468,77.35860116114502,146.97677230269565,200.61665668358557,125.07741535086049,176.65232913921346,89.6613135770573,124.29207658426509
1374,0.029013377926421405,6883109621.834792,3368.1728866744133,52.069961605242725,1.0217937512305677,4.127196934829263,263040.4196018293,16.666666666666668,5.404460576811056,63.41076572196348,83.49034839019008,495.944558574811,457.0568420113854,251.0107085986366,469.97842361025505,559.3209076230374,458.838070214017,608.9676950498539,1187.6593730146456,285.7725571311278,1045.1169593363938,1191.0598429081215,156.50782865168384,865.6891778719017,918.560058027831,1285.901457901737,886.6823599662232,1095.587526829867,218.88846652536438,86.24623363636015,128.7470054482297,7.904674707140426,7.006553951211851,52.96553494526408,116.861869164592,216.48164040275984,131.61492029655236,72.98225238775278,11.776404394496225,9.914463708932807
