Timestamp,Semana,,PT1antes,PT1,PT2antes,PT2,AdicionalEmbalse,Estacionalidad,Derechos sobrantes,Acueducto Laguna Negra,Acueducto El Yeso,Extraccion Laguna Negra,Filtraciones,Threshold,O1,O2,O3,O4,O5,O6,Invierno/Verano
30-11-1986,1,0,9.201336304,9.201336304,0.414109281,0.414109281,0,0.832,0.224701814,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
01-12-1986,2,0,9.091455341,9.091455341,0.428226643,0.428226643,0,0.811,0.222189245,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
02-12-1986,3,0,8.981574378,8.981574378,0.441133946,0.441133946,0,0.786,0.222419983,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
03-12-1986,4,0,8.876470848,8.876470848,0.414512635,0.414512635,0,0.788,0.219666814,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
04-12-1986,5,0,8.771367318,8.771367318,0.334110898,0.334110898,0,0.752,0.225235352,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
05-12-1986,6,0,8.675818654,8.675818654,0.268498778,0.268498778,0,0.773,0.226364941,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
06-12-1986,7,0,8.585047424,8.585047424,0.087527644,0.087527644,0,0.717,0.231886352,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
07-12-1986,8,0,8.50383106,8.50383106,0.038453005,0.038453005,0,0.736,0.233935734,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
08-12-1986,9,0,8.422614696,8.422614696,0.054856035,0.054856035,0,0.742,0.233338649,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
09-12-1986,10,0,8.350953198,8.350953198,0.127325159,0.127325159,1,0.822,0.231909567,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
10-12-1986,11,0,8.288846567,8.288846567,0.1513919,0.1513919,1,0.79,0.230528527,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
11-12-1986,12,0,8.231517369,8.231517369,0.179492172,0.179492172,1,0.805,0.231143557,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
12-12-1986,13,0,8.183743037,8.183743037,0.078788324,0.078788324,1,0.862,0.232821694,1.2096,2.4192,0.314496,0.3024,60.48,0,0,0,0,0,0,1
13-12-1986,14,0,8.145523571,8.145523571,0.044637754,0.044637754,1,0.81,0.234164612,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
14-12-1986,15,0,8.112081539,8.112081539,0.050553601,0.050553601,1,0.816,0.23387432,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
15-12-1986,16,0,8.092971806,8.092971806,0.235692718,0.235692718,1,0.81,0.226091734,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
16-12-1986,17,0,8.078639507,8.078639507,0.118989193,0.118989193,1,0.835,0.230475508,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
17-12-1986,18,0,8.078639507,8.078639507,0.117779133,0.117779133,1,0.822,0.230711639,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
18-12-1986,19,0,8.088194373,8.088194373,0.13122424,0.13122424,1,0.831,0.22982996,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
19-12-1986,20,0,8.112081539,8.112081539,0.134451065,0.134451065,1,0.874,0.229927734,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
20-12-1986,21,0,8.140746138,8.140746138,0.188634845,0.188634845,1,0.833,0.227085305,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
21-12-1986,22,0,8.18852047,8.18852047,0.220230845,0.220230845,1,0.906,0.226876795,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
22-12-1986,23,0,8.245849668,8.245849668,0.194012887,0.194012887,1,0.889,0.22837873,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
23-12-1986,24,0,8.317511166,8.317511166,0.203558913,0.203558913,1,0.85,0.227755116,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
24-12-1986,25,0,8.39872753,8.39872753,0.182181194,0.182181194,1,0.859,0.228788044,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
25-12-1986,26,0,8.499053627,8.499053627,0.301977093,0.301977093,1,0.865,0.2252869,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
26-12-1986,27,0,8.60893459,8.60893459,0.325371578,0.325371578,1,0.853,0.226761606,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
27-12-1986,28,0,8.737925286,8.737925286,0.296195697,0.296195697,1,0.833,0.226701853,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
28-12-1986,29,0,8.881248281,8.881248281,0.272263407,0.272263407,1,0.843,0.228454506,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
29-12-1986,30,0,9.038903576,9.038903576,0.23475156,0.23475156,1,0.895,0.230205812,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
30-12-1986,31,0,9.215668604,9.215668604,0.225071083,0.225071083,1,0.86,0.230997772,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
31-12-1986,32,0,9.406765931,9.406765931,0.264868599,0.264868599,1,0.885,0.230781436,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
01-01-1987,33,0,9.612195557,9.612195557,0.344194727,0.344194727,1,0.942,0.230162073,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
02-01-1987,34,0,9.84151235,9.84151235,0.349034966,0.349034966,0,0.94,0.231503348,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
03-01-1987,35,0,10.08516144,10.08516144,0.406580022,0.406580022,0,0.951,0.231382679,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
04-01-1987,36,0,10.34792027,10.34792027,0.452965639,0.452965639,0,0.944,0.231030845,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
05-01-1987,37,0,10.62978882,10.62978882,0.498947904,0.498947904,0,0.916,0.230854426,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
06-01-1987,38,0,10.93076712,10.93076712,0.47958695,0.47958695,0,0.925,0.230774049,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
07-01-1987,39,0,12.88473729,12.88473729,0.468427512,0.468427512,0,0.933,0.231098063,1.3824,2.7648,0.359424,0.3456,69.12,0,1,1,0,1,0,0
08-01-1987,40,0,10.79699899,10.79699899,0.382782183,0.382782183,0,0.953,0.231621112,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
09-01-1987,41,0,10.67756316,10.67756316,0.390176992,0.390176992,0,0.969,0.231149644,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
10-01-1987,42,0,10.55812733,10.55812733,0.396765094,0.396765094,0,1.016,0.231241714,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
11-01-1987,43,0,10.43391406,10.43391406,0.366244702,0.366244702,0,0.974,0.230179416,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
12-01-1987,44,0,10.3097008,10.3097008,0.349707221,0.349707221,0,0.991,0.228464495,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
13-01-1987,45,0,10.18548754,10.18548754,0.24228082,0.24228082,0,1.029,0.232328078,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
14-01-1987,46,0,10.05649684,10.05649684,0.199256479,0.199256479,0,1.018,0.232891051,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
15-01-1987,47,0,9.93228358,9.93228358,0.174786385,0.174786385,0,0.986,0.233238373,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
16-01-1987,48,0,9.808070318,9.808070318,0.212701585,0.212701585,0,0.946,0.232654114,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
17-01-1987,49,0,9.683857055,9.683857055,0.204903424,0.204903424,0,0.855,0.23118485,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
18-01-1987,50,0,9.559643792,9.559643792,0.231659186,0.231659186,0,0.85,0.230015948,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
19-01-1987,51,0,9.43543053,9.43543053,0.219020786,0.219020786,0,0.851,0.229976402,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
20-01-1987,52,1,9.43543053,9.68543053,0.314346591,0.324150513,0,0.827,0.22643224,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
21-01-1987,1,1,9.638931356,9.888931356,0.39580388,0.405607802,0,0.832,0.222940163,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
22-01-1987,2,1,9.523824699,9.773824699,0.409297194,0.419101116,0,0.811,0.220847576,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
23-01-1987,3,1,9.408718042,9.658718042,0.421633938,0.43143786,0,0.786,0.220388476,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
24-01-1987,4,1,9.298616022,9.548616022,0.396189403,0.405993325,0,0.788,0.221079056,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
25-01-1987,5,1,9.188514003,9.438514003,0.319341767,0.329145689,0,0.752,0.226683714,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
26-01-1987,6,1,9.088421258,9.338421258,0.256629983,0.266433905,0,0.773,0.22392818,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
27-01-1987,7,1,8.99333315,9.24333315,0.083658547,0.093462469,0,0.717,0.231694482,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
28-01-1987,8,1,8.908254316,9.158254316,0.036753217,0.046557139,0,0.736,0.234241604,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
29-01-1987,9,1,8.823175483,9.073175483,0.052431163,0.062235085,0,0.742,0.234369439,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
30-01-1987,10,1,8.748105924,8.998105924,0.121696842,0.131500764,1,0.822,0.230999219,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
31-01-1987,11,1,8.68304564,8.93304564,0.14469973,0.154503652,1,0.79,0.231489217,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
01-02-1987,12,1,8.622989993,8.872989993,0.17155785,0.181361772,1,0.805,0.233713621,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
02-02-1987,13,1,8.57294362,8.82294362,0.075305543,0.085109465,1,0.862,0.233996445,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
03-02-1987,14,1,8.532906522,8.782906522,0.042664574,0.052468496,1,0.81,0.234930381,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
04-02-1987,15,1,8.497874061,8.747874061,0.048318915,0.058122837,1,0.816,0.233970274,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
05-02-1987,16,1,8.477855512,8.727855512,0.225274091,0.235078013,1,0.81,0.22628691,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
06-02-1987,17,1,8.462841601,8.712841601,0.113729362,0.123533284,1,0.835,0.231158691,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
07-02-1987,18,1,8.462841601,8.712841601,0.112572792,0.122376714,1,0.822,0.230930961,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
08-02-1987,19,1,8.472850875,8.722850875,0.125423567,0.135227489,1,0.831,0.232867721,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
09-02-1987,20,1,8.497874061,8.747874061,0.128507753,0.138311675,1,0.874,0.231537747,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
10-02-1987,21,1,8.527901885,8.777901885,0.180296378,0.1901003,1,0.833,0.229629336,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
11-02-1987,22,1,8.577948257,8.827948257,0.2104957,0.220299622,1,0.906,0.229112575,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
12-02-1987,23,1,8.638003905,8.888003905,0.185436688,0.19524061,1,0.889,0.229997776,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
13-02-1987,24,1,8.713073463,8.963073463,0.194560738,0.20436466,1,0.85,0.228685148,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
14-02-1987,25,1,8.798152297,9.048152297,0.174128006,0.183931928,1,0.859,0.229770179,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
15-02-1987,26,1,8.903249679,9.153249679,0.288628414,0.298432336,1,0.865,0.226559685,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
16-02-1987,27,1,9.018356336,9.268356336,0.310988763,0.320792685,1,0.853,0.226384985,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
17-02-1987,28,1,9.153481542,9.403481542,0.28310258,0.292906502,1,0.833,0.228831991,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
18-02-1987,29,1,9.30362066,9.55362066,0.2602282,0.270032122,1,0.843,0.230143777,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
19-02-1987,30,1,9.468773689,9.718773689,0.224374537,0.234178459,1,0.895,0.231439463,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
20-02-1987,31,1,9.653945268,9.903945268,0.215121979,0.224925901,1,0.86,0.232127656,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
21-02-1987,32,1,9.854130758,10.10413076,0.253160274,0.262964196,1,0.885,0.232679072,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
22-02-1987,33,1,10.06933016,10.31933016,0.328979848,0.33878377,1,0.942,0.233172437,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
23-02-1987,34,1,10.30955275,10.55955275,0.333606127,0.343410049,0,0.94,0.233710676,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
24-02-1987,35,1,10.56478925,10.81478925,0.388607446,0.398411368,0,0.951,0.233810003,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
25-02-1987,36,1,10.8400443,11.0900443,0.43294262,0.442746542,0,0.944,0.233201162,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
26-02-1987,37,1,11.1353179,11.3853179,0.476892272,0.486696194,0,0.916,0.233344312,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
27-02-1987,38,1,11.45061004,11.70061004,0.458387156,0.468191078,0,0.925,0.233786281,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
28-02-1987,39,1,13.49750668,13.74750668,0.447721012,0.457524934,0,0.933,0.234173148,1.3824,2.7648,0.359424,0.3456,69.12,0,1,1,0,1,0,0
01-03-1987,40,1,11.3104802,11.5604802,0.365861573,0.375665495,0,0.953,0.234353909,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
02-03-1987,41,1,11.18536427,11.43536427,0.3729295,0.382733422,0,0.969,0.234188378,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
03-03-1987,42,1,11.06024834,11.31024834,0.37922638,0.389030302,0,1.016,0.234072332,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
04-03-1987,43,1,10.93012777,11.18012777,0.35005512,0.359859042,0,0.974,0.234194657,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
05-03-1987,44,1,10.8000072,11.0500072,0.334248666,0.344052588,0,0.991,0.234171375,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
06-03-1987,45,1,10.66988663,10.91988663,0.231570971,0.241374893,0,1.029,0.234579729,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
07-03-1987,46,1,10.53476142,10.78476142,0.19044849,0.200252412,0,1.018,0.234564747,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
08-03-1987,47,1,10.40464086,10.65464086,0.167060079,0.176864001,0,0.986,0.2345567,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
09-03-1987,48,1,10.27452029,10.52452029,0.203299266,0.213103188,0,0.946,0.233413105,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
10-03-1987,49,1,10.14439972,10.39439972,0.195845816,0.205649738,0,0.855,0.23337543,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
11-03-1987,50,1,10.01427915,10.26427915,0.221418859,0.231222781,0,0.85,0.232644154,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
12-03-1987,51,1,9.884158581,10.13415858,0.20933913,0.219143052,0,0.851,0.232331311,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
13-03-1987,52,2,9.884158581,10.38415858,0.300451127,0.32005897,0,0.827,0.229308388,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
14-03-1987,1,2,9.548809746,10.04880975,0.503133725,0.522741568,0,0.832,0.226980639,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
15-03-1987,2,2,9.434779308,9.934779308,0.520286011,0.539893854,0,0.811,0.220861014,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
16-03-1987,3,2,9.320748869,9.820748869,0.535968101,0.555575944,0,0.786,0.221518808,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
17-03-1987,4,2,9.211676276,9.711676276,0.50362379,0.523231633,0,0.788,0.226509229,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
18-03-1987,5,2,9.102603683,9.602603683,0.405937437,0.42554528,0,0.752,0.222310623,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
19-03-1987,6,2,9.00344678,9.50344678,0.326220146,0.345827989,0,0.773,0.224352296,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
20-03-1987,7,2,8.909247722,9.409247722,0.106344174,0.125952017,0,0.717,0.232080655,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
21-03-1987,8,2,8.824964355,9.324964355,0.04671956,0.066327403,0,0.736,0.233861609,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
22-03-1987,9,2,8.740680988,9.240680988,0.066648883,0.086256726,0,0.742,0.23312744,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
23-03-1987,10,2,8.66631331,9.16631331,0.154697285,0.174305128,1,0.822,0.230170057,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
24-03-1987,11,2,8.601861324,9.101861324,0.183937849,0.203545692,1,0.79,0.232138129,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
25-03-1987,12,2,8.542367182,9.042367182,0.218079066,0.237686909,1,0.805,0.228142885,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
26-03-1987,13,2,8.49278873,8.99278873,0.095726092,0.115333935,1,0.862,0.233040959,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
27-03-1987,14,2,8.453125969,8.953125969,0.054233895,0.073841738,1,0.81,0.233980066,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
28-03-1987,15,2,8.418421053,8.918421053,0.06142152,0.081029363,1,0.816,0.234328611,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
29-03-1987,16,2,8.398589673,8.898589673,0.2863615,0.305969343,1,0.81,0.232689493,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
30-03-1987,17,2,8.383716137,8.883716137,0.144569268,0.164177111,1,0.835,0.231216666,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
31-03-1987,18,2,8.383716137,8.883716137,0.143099072,0.162706915,1,0.822,0.231949136,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
01-04-1987,19,2,8.393631828,8.893631828,0.159434583,0.179042426,1,0.831,0.230522516,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
02-04-1987,20,2,8.418421053,8.918421053,0.163355105,0.182962948,1,0.874,0.230704065,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
03-04-1987,21,2,8.448168124,8.948168124,0.229187213,0.248795056,1,0.833,0.227807051,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
04-04-1987,22,2,8.497746576,8.997746576,0.267575663,0.287183506,1,0.906,0.227107642,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
05-04-1987,23,2,8.557240717,9.057240717,0.235721417,0.25532926,1,0.889,0.228227253,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
06-04-1987,24,2,8.631608394,9.131608394,0.24731963,0.266927473,1,0.85,0.227522555,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
07-04-1987,25,2,8.715891762,9.215891762,0.221346168,0.240954011,1,0.859,0.228727762,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
08-04-1987,26,2,8.82000651,9.32000651,0.366895567,0.38650341,1,0.865,0.224865724,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
09-04-1987,27,2,8.934036948,9.434036948,0.395319355,0.414927198,1,0.853,0.224478331,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
10-04-1987,28,2,9.067898767,9.567898767,0.359871297,0.37947914,1,0.833,0.225593565,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
11-04-1987,29,2,9.216634121,9.716634121,0.330794089,0.350401932,1,0.843,0.230660953,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
12-04-1987,30,2,9.380243011,9.880243011,0.285218014,0.304825857,1,0.895,0.231616541,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
13-04-1987,31,2,9.563683281,10.06368328,0.273456447,0.29306429,1,0.86,0.231218592,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
14-04-1987,32,2,9.761997087,10.26199709,0.321809558,0.341417401,1,0.885,0.231263989,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
15-04-1987,33,2,9.975184428,10.47518443,0.41818907,0.437796913,1,0.942,0.230996994,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
16-04-1987,34,2,10.213161,10.713161,0.424069854,0.443677697,0,0.94,0.231644511,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
17-04-1987,35,2,10.4660111,10.9660111,0.493985839,0.513593682,0,0.951,0.230493671,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
18-04-1987,36,2,10.73869258,11.23869258,0.55034335,0.569951193,0,0.944,0.230638223,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
19-04-1987,37,2,11.03120544,11.53120544,0.606210796,0.625818639,0,0.916,0.23077258,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
20-04-1987,38,2,11.34354969,11.84354969,0.582687661,0.602295504,0,0.925,0.231427908,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,0
21-04-1987,39,2,13.37130835,13.87130835,0.569129188,0.588737031,0,0.933,0.232398558,1.3824,2.7648,0.359424,0.3456,69.12,0,1,1,0,1,0,0
22-04-1987,40,2,11.20473002,11.70473002,0.465071985,0.484679828,0,0.953,0.233190191,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
23-04-1987,41,2,11.0807839,11.5807839,0.474056516,0.493664359,0,0.969,0.232859191,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
24-04-1987,42,2,10.95683777,11.45683777,0.482060916,0.501668759,0,1.016,0.23262068,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
25-04-1987,43,2,10.82793379,11.32793379,0.444979307,0.46458715,0,0.974,0.231443229,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
26-04-1987,44,2,10.69902982,11.19902982,0.424886629,0.444494472,0,0.991,0.230565004,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
27-04-1987,45,2,10.57012585,11.07012585,0.2943659,0.313973743,0,1.029,0.231567688,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
28-04-1987,46,2,10.43626403,10.93626403,0.242092266,0.261700109,0,1.018,0.231741895,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
29-04-1987,47,2,10.30736005,10.80736005,0.212361637,0.23196948,0,0.986,0.23183629,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
30-04-1987,48,2,10.17845608,10.67845608,0.258427777,0.27803562,0,0.946,0.230383514,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
01-05-1987,49,2,10.04955211,10.54955211,0.248953181,0.268561024,0,0.855,0.230646981,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
02-05-1987,50,2,9.920648132,10.42064813,0.281460847,0.30106869,0,0.85,0.230577083,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
03-05-1987,51,2,9.791744158,10.29174416,0.266105467,0.28571331,0,0.851,0.229622881,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
04-05-1987,52,3,9.791744158,10.54174416,0.381924237,0.411336002,0,0.827,0.225377053,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
05-05-1987,1,3,9.502228023,10.25222802,0.907523527,0.936935292,0,0.832,0.211443259,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
06-05-1987,2,3,9.388753856,10.13875386,0.938461829,0.967873594,0,0.811,0.205946035,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
07-05-1987,3,3,9.27527969,10.02527969,0.966748277,0.996160042,0,0.786,0.203274575,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
08-05-1987,4,3,9.166739183,9.916739183,0.908407478,0.937819243,0,0.788,0.203259316,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
09-05-1987,5,3,9.058198676,9.808198676,0.732206482,0.761618247,0,0.752,0.204293418,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
10-05-1987,6,3,8.959525488,9.709525488,0.58841704,0.617828805,0,0.773,0.210747539,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
11-05-1987,7,3,8.865785959,9.615785959,0.191817473,0.221229238,0,0.717,0.22891971,1.2096,2.4192,0.314496,0.3024,60.48,0,1,1,0,1,0,1
